text,sentiment,problem_type
"Rewelacyjny stosunek ceny do jakości, brać!",pozytywna,cena
"Zepsuło się po dwóch dniach, żenada.",negatywna,jakość
"Cena ok, darmowa wysyłka na plus.",pozytywna,cena
"Kurier rzucił paczkę pod drzwi i pojechał.",negatywna,dostawa
"Zabezpieczone tak, że bombę by przetrwało.",pozytywna,opakowanie
"Działa, ale bateria to żart, nie kupować.",negatywna,jakość
"Wszystko w porządku, szybka akcja, polecam.",pozytywna,dostawa
"Cena zbyt wysoka za ten plastikowy szajs.",negatywna,cena
"Pudełko pogniecione, towar na szczęście ok.",neutralna,opakowanie
"Najlepszy zakup w tym roku, polecam w opór!",pozytywna,jakość
"Rozpadło się w rękach, gówno jakich mało.",negatywna,jakość
"Dostawa w 24h, byłem w ciężkim szoku.",pozytywna,dostawa
"Opakowanie rozerwane, brakowało instrukcji.",negatywna,opakowanie
"Warto było wydać każdą złotówkę, super!",pozytywna,cena
"Jakość tragiczna, śmierdzi tanim plastikiem.",negatywna,jakość
"Paczka dotarła na czas, bez żadnych przygód.",pozytywna,dostawa
"Zapakowane bardzo estetycznie, duży plus.",pozytywna,opakowanie
"Cena rynkowa, ani tanio, ani drogo, ok.",neutralna,cena
"Szkoda kasy na to gówno, nie kupujcie tego.",negatywna,jakość
"Szybka wysyłka, towar zgodny z opisem.",pozytywna,dostawa
"Pudełko pogniecione, ale środek bezpieczny.",neutralna,opakowanie
"Zajebista sprawa, działa po prostu miodzio.",pozytywna,jakość
"Za drogo jak na taką jakość, nie polecam.",negatywna,cena
"Wszystko zgodnie z opisem, szybka dostawa.",pozytywna,dostawa
"Jeden wielki szajs, omijać z daleka!",negatywna,jakość
"Cena jak marzenie, za to jakość taka se.",neutralna,cena
"Ekspresowa dostawa pod same drzwi, super.",pozytywna,dostawa
"Karton wyglądał jak po przejściu tornada.",negatywna,opakowanie
"Produkt kozacki, warty każdej wydanej kasy.",pozytywna,jakość
"Nie polecam, produkt po prostu chujowy.",negatywna,jakość
"Tanio, szybko i na temat, polecam!",pozytywna,cena
"Kurier spóźniony o tydzień, dramat totalny.",negatywna,dostawa
"Zabezpieczone tak, że armatę by przetrwało.",pozytywna,opakowanie
"Zwykły bubel, nie kupujcie tego szajsu.",negatywna,jakość
"Design petarda, wykonanie też niczego sobie.",pozytywna,jakość
"Cena za ten szajs to nieporozumienie.",negatywna,cena
"Dostawa ok, ale towar przyszedł niekompletny.",negatywna,dostawa
"Zapakowane ładnie, bez zbędnych bajerów.",pozytywna,opakowanie
"Działa jak powinno, nic dodać nic ująć.",neutralna,jakość
"Zajebiste słuchawki, bas urywa głowę!",pozytywna,jakość
"Cena spoko, ale jakość to czysta loteria.",neutralna,cena
"Wszystko super, polecam tego sprzedawcę.",pozytywna,dostawa
"Pudełko otwarte, ktoś w nim ewidentnie grzebał.",negatywna,opakowanie
"Dno i wodorosty, nie warte ani grosza.",negatywna,jakość
"Wysyłka natychmiastowa, pełna profeska sklepu.",pozytywna,dostawa
"Jakość wykończenia to jakiś ponury żart.",negatywna,jakość
"Taniej nie znajdziecie, polecam tę okazję.",pozytywna,cena
"Paczka dotarła mokra, ale towar w środku ok.",neutralna,opakowanie
"Solidne, czuć że to sprzęt na lata.",pozytywna,jakość
"Za drogo, nie polecam tego konkretnego modelu.",negatywna,cena
"Kurier bardzo miły, wniósł mi to pod drzwi.",pozytywna,dostawa
"Opakowanie rozerwane, wstyd to komuś dać.",negatywna,opakowanie
"Napierdala jak złoto, nie spodziewałem się takiej mocy!",pozytywna,jakość
"Paczka przyszła tak uwalona smarem, że ubrudziłem dywan.",negatywna,opakowanie
"Cena spoko, ale produkt przyszedł bez jednej śrubki.",negatywna,jakość
"Kurwa, co to za badziew? Rozleciało się przy wyjmowaniu.",negatywna,jakość
"Dostawa w mgnieniu oka, kurier bardzo profesjonalny.",pozytywna,dostawa
"Jakość dźwięku to jakaś magia, warte każdej złotówki.",pozytywna,jakość
"Pudełko było otwarte i zaklejone zwykłą taśmą biurową.",negatywna,opakowanie
"Średniak, za te pieniądze można kupić coś lepszego.",neutralna,cena
"Dostawa spóźniona o tydzień, zero odzewu na maile.",negatywna,dostawa
"Solidna konstrukcja, czuć że to nie jest pusty plastik.",pozytywna,jakość
"Opakowanie ekologiczne, wielki plus za brak folii.",pozytywna,opakowanie
"Cena zaporowa, ale sprzęt faktycznie robi robotę.",pozytywna,cena
"Tandetne wykończenie, farba odchodzi pod paznokciem.",negatywna,jakość
"Kurier zostawił paczkę na deszczu pod bramą, brak słów.",negatywna,dostawa
"Produkt spełnia zadanie, choć instrukcja jest fatalna.",neutralna,jakość
"Zajebista promka, taniej nie było nigdzie w sieci.",pozytywna,cena
"Przyszło pęknięte, a zwrot kasy trwa już miesiąc.",negatywna,jakość
"Pudełko wgniecione, towar na szczęście bez skazy.",neutralna,opakowanie
"Wszystko w najlepszym porządku, szybka akcja.",pozytywna,jakość
"Dostawa w 24h, towar był u mnie rano, polecam!",pozytywna,dostawa
"Szkoda kasy na ten szajs, lepiej dołożyć do marki.",negatywna,cena
"Wygląda luksusowo, a kosztuje tyle co nic.",pozytywna,cena
"Instrukcja to żart, musiałem szukać na YouTube.",negatywna,jakość
"Standardowe pudełko, dobrze zabezpieczone styropianem.",pozytywna,opakowanie
"W chuj dobre basy, sąsiedzi mnie znienawidzą!",pozytywna,jakość
"Cena adekwatna do tej średniej jakości wykonania.",neutralna,cena
"Kurier bardzo uprzejmy, zadzwonił pół godziny wcześniej.",pozytywna,dostawa
"Rozpadło się w palcach, gówno jakich mało.",negatywna,jakość
"Zapakowane tak, że bombę by to przetrwało.",pozytywna,opakowanie
"Nie polecam, kontakt z obsługą to droga przez mękę.",negatywna,dostawa
"Wszystko działa jak powinno, polecam serdecznie.",pozytywna,jakość
"Cena niska, ale koszt wysyłki to jakieś nieporozumienie.",negatywna,cena
"Pudełko śmierdziało wilgocią i piwnicą.",negatywna,opakowanie
"Jakość poprawna, bez szału, typowy produkt masowy.",neutralna,jakość
"Ekspresowa dostawa, zamówione po południu, rano u mnie.",pozytywna,dostawa
"Zajebiste wykończenie, dbałość o detale na wysokim poziomie.",pozytywna,jakość
"Cena rynkowa, ani okazja, ani zdzierstwo.",neutralna,cena
"Przyszło w samej folii, bez kartonu, żenada roku.",negatywna,opakowanie
"Nie działa lewy przycisk, towar do reklamacji.",negatywna,jakość
"Fajne, tanie i spełnia swoją funkcję wzorowo.",pozytywna,cena
"Paczka dotarła na czas, kurier bardzo sprawny.",pozytywna,dostawa
"Mogłoby być mocniejsze, ale za tę cenę ujdzie.",neutralna,jakość
"Najlepszy gadżet jaki kupiłem od lat, polecam!",pozytywna,jakość
"Cena z kosmosu, pogięło ich totalnie z tą marżą.",negatywna,cena
"Otwarta paczka, brakowało jednego elementu w środku.",negatywna,opakowanie
"Kurier nie raczył zapukać, od razu zostawił awizo.",negatywna,dostawa
"Wszystko git, towar pierwsza klasa, polecam!",pozytywna,jakość
"Jebie plastikiem na kilometr, strach to dotykać.",negatywna,jakość
"Opakowanie premium, poczułem się jakbym kupił iPhone.",pozytywna,opakowanie
"Promocja była tak dobra, że kupiłem trzy sztuki.",pozytywna,cena
"Działa, ale interfejs jest kurewsko powolny.",negatywna,jakość
"Najgorszy szajs jaki widziałem w życiu, dno!",negatywna,jakość
"Dostawa opóźniona o 5 dni, nikt nic nie wie.",negatywna,dostawa
"Warte każdego centa, nie żałuję ani złotówki.",pozytywna,cena
"Pudełko rozerwane, towar brudny i zakurzony.",negatywna,opakowanie
"Solidne, czuć że to porządny kawał metalu.",pozytywna,jakość
"Standardowa jakość, robi co ma robić, szału brak.",neutralna,jakość
"Szybko i bezproblemowo, polecam allegrowicza.",pozytywna,dostawa
"Cena za wysoka o połowę, towar nie jest tyle wart.",negatywna,cena
"Zapakowane profesjonalnie, duży plus za folię.",pozytywna,opakowanie
"Zepsuło się po dwóch dniach, omijać szerokim łukiem.",negatywna,jakość
"Tanio i solidnie, jestem bardzo zadowolony z zakupu.",pozytywna,cena
"Kurier rzucił paczką o beton, widziałem to z okna.",negatywna,dostawa
"Pudełko pogniecione, ale środek był nienaruszony.",neutralna,opakowanie
"Produkt kozacki, napierdala aż miło słuchać!",pozytywna,jakość
"Straszne gówno, odradzam każdemu ten zakup.",negatywna,jakość
"Dostawa trwała wieczność, ale towar jest super.",neutralna,dostawa
"Idealnie leży w ręku, świetna ergonomia pracy.",pozytywna,jakość
"Cena adekwatna do tej słabej jakości materiałów.",neutralna,cena
"Przyszło w folii bąbelkowej, bez żadnego kartonu.",negatywna,opakowanie
"Wszystko śmiga, szybka wysyłka, polecam w 100%.",pozytywna,dostawa
"Materiał tak cienki, że drze się w rękach, dramat.",negatywna,jakość
"Cena świetna, jakość też bardzo zadowalająca.",pozytywna,cena
"Paczka dotarła mokra, karton się po prostu rozpadł.",negatywna,opakowanie
"Działa poprawnie, typowy średniak rynkowy.",neutralna,jakość
"Najlepiej wydane pieniądze, polecam każdemu.",pozytywna,cena
"Zepsute gniazdo ładowania, szrot do zwrotu.",negatywna,jakość
"Kurier bardzo uprzejmy, wniósł paczkę na piętro.",pozytywna,dostawa
"Pudełko wyglądało jakby ktoś po nim skakał, żal.",negatywna,opakowanie
"Zajebista jakość, w chuj polecam ten model!",pozytywna,jakość
"Cena zbyt wysoka, konkurencja ma to taniej.",negatywna,cena
"Zapakowane bezpiecznie, towar dotarł bez ryski.",pozytywna,opakowanie
"Średnie, spodziewałem się jednak czegoś więcej.",neutralna,jakość
"Dostawa błyskawiczna, towar zgodny z zamówieniem.",pozytywna,dostawa
"Rozleciało się przy pierwszej próbie montażu.",negatywna,jakość
"Okazja życia, cena po prostu śmiesznie niska.",pozytywna,cena
"Paczka zostawiona przed domem w błocie, kpina.",negatywna,dostawa
"Zwykły produkt, robi co do niego należy, jest ok.",neutralna,jakość
"Zajebiste wykończenie, dbałość o każdy detal.",pozytywna,jakość
"Szkoda czasu i nerwów na ten plastikowy syf.",negatywna,jakość
"Cena spoko, ale produkt był po prostu brudny.",negatywna,cena
"Bardzo dobrze zabezpieczone przed uderzeniami.",pozytywna,opakowanie
"Działa bez zarzutu, szybka i sprawna realizacja.",pozytywna,dostawa
"Jakość tragiczna, wszystko śmierdzi chińszczyzną.",negatywna,jakość
"Za te pieniądze nie mam na co narzekać, jest git.",pozytywna,cena
"Kurier spóźniony o 4 dni, zero kontaktu.",negatywna,dostawa
"Opakowanie eleganckie, towar bez żadnej skazy.",pozytywna,opakowanie
"Może być, chociaż szału na pewno nie ma.",neutralna,jakość
"Warto kupić, cena jest bardzo zachęcająca.",pozytywna,cena
"Najgorsze opakowanie jakie widziałem, zero ochrony.",negatywna,opakowanie
"Zajebiste słuchawki, bas po prostu urywa dupę.",pozytywna,jakość
"Dostawa ok, ale towar przyszedł w innym kolorze.",negatywna,jakość
"Cena niska, więc jakość też taka sobie, ujdzie.",neutralna,cena
"Kurier miły, ale paczka wyglądała na kopaną.",negatywna,opakowanie
"Wszystko działa, szybka wysyłka, pełna profeska.",pozytywna,dostawa
"Plastik pękł po godzinie, co za tandeta!",negatywna,jakość
"Rewelacyjny stosunek jakości do ceny, polecam.",pozytywna,cena
"Paczka dotarła w jeden dzień, byłem w szoku.",pozytywna,dostawa
"Zapakowane tak, że nie mogłem tego otworzyć.",pozytywna,opakowanie
"Działa jak marzenie, w chuj polecam ten model.",pozytywna,jakość
"Zepsuło się po gwarancji co do dnia, spisek.",negatywna,jakość
"Cena zbyt wysoka jak na taki chiński szmelc.",negatywna,cena
"Kurier zostawił paczkę w innym punkcie odbioru.",negatywna,dostawa
"Wszystko elegancko, towar wart każdej złotówki.",pozytywna,cena
"Pudełko pogniecione, towar porysowany, słabo.",negatywna,opakowanie
"Jakość premium, widać że to produkt z górnej półki.",pozytywna,jakość
"Śmierdzi gumą na cały dom, nie polecam nikomu.",negatywna,jakość
"Standard, bez rewelacji ale spełnia funkcje.",neutralna,jakość
"Szybko, tanio i solidnie, nic dodać nic ująć.",pozytywna,cena
"Paczka dotarła otwarta, brakowało kabla USB.",negatywna,opakowanie
"Działa, ale bateria trzyma połowę tego co w opisie.",negatywna,jakość
"Najlepszy zakup w tym roku, polecam serdecznie.",pozytywna,jakość
"Cena ok, przesyłka darmowa, więc na plus.",pozytywna,cena
"Kurier rzucił paczkę pod drzwi i uciekł.",negatywna,dostawa
"Zabezpieczone tak, że bombę by przetrwało, super.",pozytywna,opakowanie
"Działa tak sobie, bez szału, typowy bubel.",neutralna,jakość
"Wszystko w porządku, polecam sprzedawcę w 100%.",pozytywna,dostawa
"Cena za wysoka za taki kawałek plastiku.",negatywna,cena
"Pudełko pogniecione, towar na szczęście bez wad.",neutralna,opakowanie
"Najlepszy wybór w tej kategorii cenowej, polecam.",pozytywna,cena
"Rozpadło się przy pierwszym użyciu, tragedia.",negatywna,jakość
"Dostawa w weekend, wielki plus za szybkość.",pozytywna,dostawa
"Opakowanie rozerwane, towar wyglądał na używany.",negatywna,opakowanie
"Warto było kupić, cena jest bardzo przystępna.",pozytywna,cena
"Jakość tragiczna, śmierdzi tanim klejem i farbą.",negatywna,jakość
"Paczka dotarła na czas, bez żadnych przygód.",pozytywna,dostawa
"Zapakowane bardzo estetycznie, idealne na prezent.",pozytywna,opakowanie
"Cena rynkowa, ani tanio, ani drogo, jest ok.",neutralna,cena
"Szkoda kasy na to gówno, nie kupujcie tego!",negatywna,jakość
"Szybko, sprawnie i bezproblemowo, towar super.",pozytywna,dostawa
"Pudełko pogniecione, ale środek bezpieczny, ujdzie.",neutralna,opakowanie
"Zajebista sprawa, działa po prostu idealnie.",pozytywna,jakość
"Za drogo jak na taką jakość, nie polecam zakupu.",negatywna,cena
"Wszystko zgodnie z opisem, błyskawiczna wysyłka.",pozytywna,dostawa
"Zajebiste, napierdala aż miło słuchać!",pozytywna,jakość
"Kurier to gbur, rzucił paczką pod nogi.",negatywna,dostawa
"Cena śmiesznie niska, a produkt naprawdę daje radę.",pozytywna,cena
"Rozwaliło się po tygodniu, gówno a nie jakość.",negatywna,jakość
"Paczka zapakowana w stary karton po butach.",negatywna,opakowanie
"Wszystko git, towar sprawny, szybka dostawa.",pozytywna,dostawa
"Design petarda, prezentuje się świetnie na półce.",pozytywna,jakość
"Cena zbyt wysoka za ten kawałek badziewia.",negatywna,cena
"Kurier zostawił paczkę u sąsiada bez słowa.",negatywna,dostawa
"Zapakowane wzorowo, styropian i folia na plus.",pozytywna,opakowanie
"Może być, chociaż tyłka nie urywa, średniak.",neutralna,jakość
"Rewelacja, kupiłbym drugi raz bez wahania.",pozytywna,jakość
"Szajs jakich mało, omijać szerokim łukiem!",negatywna,jakość
"Cena spoko, ale towar szedł wieki.",neutralna,dostawa
"Szybko, sprawnie i na temat, polecam!",pozytywna,dostawa
"Zapakowane tak, że nie szło tego rozciąć.",pozytywna,opakowanie
"Działa, ale bateria to jakaś pomyłka, dramat.",negatywna,jakość
"Zajebisty sprzęt, w chuj polecam każdemu!",pozytywna,jakość
"Cena niska, jakość też, więc bez pretensji.",neutralna,cena
"Kurier spóźniony, ale towar bez skazy.",pozytywna,dostawa
"Pudełko rozerwane, wstyd takie coś wysyłać.",negatywna,opakowanie
"Warto było wydać kasę, jakość broni towar.",pozytywna,cena
"Działa poprawnie, typowa chińska robota.",neutralna,jakość
"Nie polecam, strata czasu i nerwów, gówno!",negatywna,jakość
"Szybka wysyłka, towar zgodny z zamówieniem.",pozytywna,dostawa
"Opakowanie ekologiczne, wielki plus za podejście.",pozytywna,opakowanie
"Cena ok, jakość ujdzie, ogólnie na plus.",pozytywna,cena
"Kurier nie zadzwonił, od razu awizo, żart.",negatywna,dostawa
"Paczka dotarła w 24h, towar pierwsza klasa.",pozytywna,dostawa
"Jakość tragiczna, wszystko trzeszczy i lata.",negatywna,jakość
"Za te pieniądze nie ma co narzekać, polecam.",pozytywna,cena
"Pudełko pogniecione, towar na szczęście cały.",neutralna,opakowanie
"Najlepszy zakup w tym roku, serio!",pozytywna,jakość
"Nie kupujcie tego syfu, rozwala się w rękach.",negatywna,jakość
"Tanie i dobre, rzadko się to zdarza.",pozytywna,cena
"Dostawa na czas, wszystko sprawnie.",pozytywna,dostawa
"Zapakowane solidnie, nic się nie stłukło.",pozytywna,opakowanie
"Standard, bez szału, zwykły produkt.",neutralna,jakość
"Wygląda super, a cena była naprawdę niska.",pozytywna,cena
"Rozpadło się po tygodniu, nie polecam.",negatywna,jakość
"Dostawa trwała wieczność, porażka sklepu.",negatywna,dostawa
"Wszystko git, szybka wysyłka, polecam.",pozytywna,dostawa
"Cena adekwatna do tej słabej jakości.",neutralna,cena
"Pudełko premium, towar też wysokiej klasy.",pozytywna,jakość
"Średnie, szału nie ma, można brać.",neutralna,jakość
"Zajebiste słuchawki, polecam każdemu!",pozytywna,jakość
"Nie polecam, jeden wielki syf i badziew.",negatywna,jakość
"Dostawa błyskawiczna, towar super zapakowany.",pozytywna,dostawa
"Zapakowane w karton po pizzy, serio?!",negatywna,opakowanie
"Rewelacyjny stosunek ceny do jakości, brać!",pozytywna,cena
"Zepsuło się po dwóch dniach, żenada.",negatywna,jakość
"Cena ok, darmowa wysyłka na plus.",pozytywna,cena
"Kurier rzucił paczkę pod drzwi i pojechał.",negatywna,dostawa
"Zabezpieczone tak, że bombę by przetrwało.",pozytywna,opakowanie
"Działa, ale bateria to żart, nie kupować.",negatywna,jakość
"Wszystko w porządku, szybka akcja, polecam.",pozytywna,dostawa
"Cena zbyt wysoka za ten plastikowy szajs.",negatywna,cena
"Pudełko pogniecione, towar na szczęście ok.",neutralna,opakowanie
"Najlepszy zakup w tym roku, polecam w opór!",pozytywna,jakość
"Rozpadło się w rękach, gówno jakich mało.",negatywna,jakość
"Dostawa w 24h, byłem w ciężkim szoku.",pozytywna,dostawa
"Opakowanie rozerwane, brakowało instrukcji.",negatywna,opakowanie
"Warto było wydać każdą złotówkę, super!",pozytywna,cena
"Jakość tragiczna, śmierdzi tanim plastikiem.",negatywna,jakość
"Paczka dotarła na czas, bez żadnych przygód.",pozytywna,dostawa
"Zapakowane bardzo estetycznie, duży plus.",pozytywna,opakowanie
"Cena rynkowa, ani tanio, ani drogo, ok.",neutralna,cena
"Szkoda kasy na to gówno, nie kupujcie tego.",negatywna,jakość
"Szybka wysyłka, towar zgodny z opisem.",pozytywna,dostawa
"Pudełko pogniecione, ale środek bezpieczny.",neutralna,opakowanie
"Zajebista sprawa, działa po prostu miodzio.",pozytywna,jakość
"Za drogo jak na taką jakość, nie polecam.",negatywna,cena
"Wszystko zgodnie z opisem, szybka dostawa.",pozytywna,dostawa
"Jeden wielki szajs, omijać z daleka!",negatywna,jakość
"Cena jak marzenie, za to jakość taka se.",neutralna,cena
"Ekspresowa dostawa pod same drzwi, super.",pozytywna,dostawa
"Karton wyglądał jak po przejściu tornada.",negatywna,opakowanie
"Produkt kozacki, warty każdej wydanej kasy.",pozytywna,jakość
"Nie polecam, produkt po prostu chujowy.",negatywna,jakość
"Tanio, szybko i na temat, polecam!",pozytywna,cena
"Kurier spóźniony o tydzień, dramat totalny.",negatywna,dostawa
"Zabezpieczone tak, że armatę by przetrwało.",pozytywna,opakowanie
"Zwykły bubel, nie kupujcie tego szajsu.",negatywna,jakość
"Design petarda, wykonanie też niczego sobie.",pozytywna,jakość
"Cena za ten szajs to nieporozumienie.",negatywna,cena
"Dostawa ok, ale towar przyszedł niekompletny.",negatywna,dostawa
"Zapakowane ładnie, bez zbędnych bajerów.",pozytywna,opakowanie
"Działa jak powinno, nic dodać nic ująć.",neutralna,jakość
"Zajebiste słuchawki, bas urywa głowę!",pozytywna,jakość
"Cena spoko, ale jakość to czysta loteria.",neutralna,cena
"Wszystko super, polecam tego sprzedawcę.",pozytywna,dostawa
"Pudełko otwarte, ktoś w nim ewidentnie grzebał.",negatywna,opakowanie
"Dno i wodorosty, nie warte ani grosza.",negatywna,jakość
"Wysyłka natychmiastowa, pełna profeska sklepu.",pozytywna,dostawa
"Jakość wykończenia to jakiś ponury żart.",negatywna,jakość
"Taniej nie znajdziecie, polecam tę okazję.",pozytywna,cena
"Paczka dotarła mokra, ale towar w środku ok.",neutralna,opakowanie
"Solidne, czuć że to sprzęt na lata.",pozytywna,jakość
"Za drogo, nie polecam tego konkretnego modelu.",negatywna,cena
"Kurier bardzo miły, wniósł mi to pod drzwi.",pozytywna,dostawa
"Opakowanie rozerwane, wstyd to komuś dać.",negatywna,opakowanie
"Napierdala jak szalone, sąsiedzi już pukają w rury!",pozytywna,jakość
"Paczka przyszła tak oklejona, że wycinanie towaru zajęło wieki.",neutralna,opakowanie
"Cena spoko, ale produkt to zwykła wydmuszka z plastiku.",negatywna,jakość
"Kurwa, co to za syf? Pękło przy dokręcaniu śrubki.",negatywna,jakość
"Dostawa błyskawiczna, kurier zadzwonił przed przyjazdem.",pozytywna,dostawa
"Jakość dźwięku urywa dupę, nie słyszałem nic lepszego.",pozytywna,jakość
"Pudełko było rozdarte, a towar w środku zakurzony.",negatywna,opakowanie
"Średnio na jeża, za te pieniądze szału nie ma.",neutralna,cena
"Dostawa opóźniona, nikt nie raczył mnie poinformować.",negatywna,dostawa
"Solidny kawał żelastwa, nie to co dzisiejsze zabawki.",pozytywna,jakość
"Opakowanie ekologiczne, wielki szacun za brak plastiku.",pozytywna,opakowanie
"Cena wysoka, ale towar jest wart każdego grosza.",pozytywna,cena
"Tandeta jakich mało, wszystko lata i trzeszczy.",negatywna,jakość
"Kurier rzucił paczkę przez bramę prosto w kałużę.",negatywna,dostawa
"Produkt robi co ma robić, ale instrukcja to żart.",neutralna,jakość
"Zajebista cena, brać i się nawet nie zastanawiać!",pozytywna,cena
"Przyszło pęknięte, a reklamacja ciągnie się miesiącami.",negatywna,jakość
"Pudło pogniecione, ale środek na szczęście nienaruszony.",neutralna,opakowanie
"Wszystko git, towar pierwsza klasa, polecam każdemu.",pozytywna,jakość
"Dostawa w 24h, towar był u mnie rano, super!",pozytywna,dostawa
"Szkoda kasy na ten chłam, lepiej kupić coś markowego.",negatywna,cena
"Wygląda premium, a kosztuje tyle co nic, brać!",pozytywna,cena
"Instrukcja to jakaś kpina, musiałem szukać na forum.",negatywna,jakość
"Standardowe pudełko, dobrze zabezpieczone przed uderzeniem.",pozytywna,opakowanie
"W chuj dobre, basy niszczą system!",pozytywna,jakość
"Cena adekwatna do tej raczej marnej jakości.",neutralna,cena
"Kurier bardzo uprzejmy, wniósł mi to pod same drzwi.",pozytywna,dostawa
"Rozpadło się w dłoniach, gówno jakich mało na rynku.",negatywna,jakość
"Zapakowane tak, że można by tym rzucać z samolotu.",pozytywna,opakowanie
"Nie polecam, kontakt ze sklepem to totalna porażka.",negatywna,dostawa
"Wszystko działa idealnie, polecam serdecznie wszystkim.",pozytywna,jakość
"Cena ok, ale wysyłka kurewsko droga, nie opłaca się.",negatywna,cena
"Pudełko śmierdziało tak, jakby leżało w wilgotnej piwnicy.",negatywna,opakowanie
"Jakość poprawna, bez fajerwerków, typowy średniak.",neutralna,jakość
"Ekspres pod drzwi, zamówione wczoraj, dziś mam.",pozytywna,dostawa
"Zajebiste wykonanie, widać że nie oszczędzali na materiale.",pozytywna,jakość
"Cena rynkowa, ani to okazja, ani zdzierstwo, jest ok.",neutralna,cena
"Przyszło w samej folii stretch, zero kartonu, żenada.",negatywna,opakowanie
"Nie działa prawy kanał, towar od razu do zwrotu.",negatywna,jakość
"Fajne, tanie i spełnia swoje zadanie w stu procentach.",pozytywna,cena
"Paczka dotarła na czas, bez żadnych uszkodzeń, polecam.",pozytywna,dostawa
"Mogłoby być nieco solidniejsze, ale za tę cenę ujdzie.",neutralna,jakość
"Najlepszy zakup jaki zrobiłem w tym półroczu.",pozytywna,jakość
"Cena z kosmosu, pogięło ich z tą marżą totalnie.",negatywna,cena
"Otwarta paczka, brakowało instrukcji i jednej części.",negatywna,opakowanie
"Kurier nie zadzwonił, od razu wpisał że mnie nie ma.",negatywna,dostawa
"Wszystko w najlepszym porządku, szybka realizacja zamówienia.",pozytywna,jakość
"Jebie tanią gumą na cały pokój, nie da się wytrzymać.",negatywna,jakość
"Opakowanie premium, czułem się jak przy otwieraniu biżuterii.",pozytywna,opakowanie
"Promocja była tak dobra, że kupiłem dwie sztuki od razu.",pozytywna,cena
"Działa, ale oprogramowanie jest kurewsko powolne i wiesza się.",negatywna,jakość
"Najgorszy szajs jaki miałem w rękach, omijać z daleka!",negatywna,jakość
"Dostawa opóźniona o 5 dni, nikt nic nie wiedział.",negatywna,dostawa
"Warte każdego wydanego grosza, polecam z czystym sumieniem.",pozytywna,cena
"Pudełko rozerwane, towar porysowany i brudny.",negatywna,opakowanie
"Solidne, czuć że to porządna robota, a nie chińszczyzna.",pozytywna,jakość
"Standardowa jakość, robi co ma robić, szału nie ma.",neutralna,jakość
"Szybko, sprawnie i bez problemów, polecam tego sprzedawcę.",pozytywna,dostawa
"Cena za wysoka o połowę, towar nie jest tyle wart.",negatywna,cena
"Zapakowane profesjonalnie, duży plus za dbałość o detale.",pozytywna,opakowanie
"Zepsuło się po dwóch dniach, co za totalne gówno.",negatywna,jakość
"Tanio i solidnie, jestem bardzo zadowolony z efektów.",pozytywna,cena
"Kurier rzucił paczką o beton, widziałem to na monitoringu.",negatywna,dostawa
"Pudełko pogniecione, ale zawartość na szczęście cała.",neutralna,opakowanie
"Produkt kozacki, napierdala aż sąsiedzi się skarżą!",pozytywna,jakość
"Straszne gówno, odradzam każdemu, szkoda kasy.",negatywna,jakość
"Dostawa trwała wieki, ale sam towar jest rewelacyjny.",neutralna,dostawa
"Idealnie leży w dłoni, super ergonomia i waga.",pozytywna,jakość
"Cena adekwatna do tej raczej słabej jakości materiałów.",neutralna,cena
"Przyszło owinięte tylko folią bąbelkową, bez pudełka.",negatywna,opakowanie
"Wszystko śmiga, szybka wysyłka, pełna profeska sklepu.",pozytywna,dostawa
"Materiał tak cienki, że rwie się w rękach przy montażu.",negatywna,jakość
"Cena świetna, jakość też przerosła moje oczekiwania.",pozytywna,cena
"Paczka dotarła mokra, karton po prostu rozleciał się w palcach.",negatywna,opakowanie
"Działa poprawnie, typowy średniak, bez rewelacji.",neutralna,jakość
"Najlepiej wydane pieniądze, polecam każdemu bez wyjątku.",pozytywna,cena
"Zepsute gniazdo zasilania, szrot do zwrotu od razu.",negatywna,jakość
"Kurier bardzo uprzejmy, wniósł ciężką paczkę na piętro.",pozytywna,dostawa
"Pudełko wyglądało jak po przejściu tornada, wstyd.",negatywna,opakowanie
"Zajebista jakość, w chuj polecam ten konkretny model!",pozytywna,jakość
"Cena zbyt wysoka, można znaleźć to samo taniej.",negatywna,cena
"Zapakowane bezpiecznie, towar dotarł w idealnym stanie.",pozytywna,opakowanie
"Średnie, spodziewałem się po opiniach czegoś lepszego.",neutralna,jakość
"Dostawa błyskawiczna, towar zgodny z zamówieniem 1:1.",pozytywna,dostawa
"Rozleciało się przy pierwszej próbie użycia, dramat.",negatywna,jakość
"Okazja życia, cena jest po prostu śmiesznie niska.",pozytywna,cena
"Paczka zostawiona w błocie pod furtką, zero kultury.",negatywna,dostawa
"Zwykły produkt, robi co do niego należy, jest ok.",neutralna,jakość
"Zajebiste wykończenie, dbałość o każdy mały detal.",pozytywna,jakość
"Szkoda czasu i nerwów na ten tani plastikowy szajs.",negatywna,jakość
"Cena spoko, ale produkt przyszedł po prostu brudny.",negatywna,cena
"Bardzo dobrze zabezpieczone przed uderzeniami, polecam.",pozytywna,opakowanie
"Działa bez zarzutu, szybka i sprawna realizacja wysyłki.",pozytywna,dostawa
"Jakość tragiczna, wszystko śmierdzi chińskim tanim klejem.",negatywna,jakość
"Za te pieniądze nie mam na co narzekać, jest dobrze.",pozytywna,cena
"Kurier spóźniony o 4 dni, zero kontaktu z infolinią.",negatywna,dostawa
