text;sentiment;problem_type
Przyszło w innym kolorze niż zamawiałem, żenada.;negatywna;jakość
Paczka dotarła na czas, wszystko w porządku.;pozytywna;dostawa
Mogłoby być taniej, ale jakość broni ten produkt.;neutralna;cena
Totalny badziew, nie wytrzymał nawet próby montażu.;negatywna;jakość
Świetnie zabezpieczone folią bąbelkową, brawo.;pozytywna;opakowanie
Działa poprawnie, nic dodać nic ująć.;neutralna;jakość
W chuj dobre, kupiłbym drugi raz bez zastanowienia.;pozytywna;jakość
Cena zaporowa dla zwykłego zjadacza chleba.;negatywna;cena
Kurier bardzo pomocny, wniósł mi to na 3 piętro.;pozytywna;dostawa
Pudełko pogniecione z każdej strony, słabo to wygląda.;negatywna;opakowanie
Solidna marka, produkt nie zawiódł moich oczekiwań.;pozytywna;jakość
Farba schodzi po kilku dniach, co za szmira.;negatywna;jakość
Cena spoko, adekwatna do oferowanych możliwości.;neutralna;cena
Dostawa ekspresowa, zamówione w nocy, rano u mnie.;pozytywna;dostawa
Zapakowane w karton po czymś innym, wygląda mało profesjonalnie.;neutralna;opakowanie
Najlepszy sprzęt jaki miałem w tej kategorii, polecam!;pozytywna;jakość
Nie działa wejście USB, towar do zwrotu, masakra.;negatywna;jakość
Taniej nie znajdziecie, mega okazja była.;pozytywna;cena
Paczka dotarła z dużym opóźnieniem, kontakt słaby.;negatywna;dostawa
Zabezpieczone idealnie, nic nie miało prawa latać w środku.;pozytywna;opakowanie
Przeciętniak, robi co do niego należy, ale bez szału.;neutralna;jakość
Zajebisty design, prezentuje się świetnie na biurku.;pozytywna;jakość
Szkoda wydanej kasy na taki plastikowy badziew.;negatywna;cena
Wszystko zgodne z opisem, szybka realizacja zamówienia.;pozytywna;dostawa
Opakowanie rozerwane, towar wygląda na powystawowy.;negatywna;opakowanie
Działa, ale instrukcja jest tak mała, że nic nie widać.;neutralna;jakość
Rewelacja, polecam każdemu kto szuka jakości w dobrej cenie.;pozytywna;cena
Zepsuło się przy pierwszym uruchomieniu, co za gówno.;negatywna;jakość
Kurier zostawił paczkę w innym punkcie niż chciałem.;negatywna;dostawa
Zapakowane bardzo estetycznie, miło się otwierało.;pozytywna;opakowanie
Może być, chociaż spodziewałem się czegoś więcej.;neutralna;jakość
Warto kupić, cena jest naprawdę bardzo atrakcyjna.;pozytywna;cena
Pudełko przyszło całe w dziurach, brak słów.;negatywna;opakowanie
Zajebista jakość, w chuj polecam ten konkretny model.;pozytywna;jakość
Cena za wysoka o stówę co najmniej, nie warto.;negatywna;cena
Dostawa na czas, wszystko sprawnie i bez problemów.;pozytywna;dostawa
Jakość wykończenia pozostawia wiele do życzenia.;negatywna;jakość
Fajne i tanie, czego chcieć więcej?;pozytywna;cena
Paczka dotarła pusta w środku, kradzież w biały dzień!;negatywna;dostawa
Zabezpieczone solidnie styropianem, duży plus.;pozytywna;opakowanie
Standardowa jakość, typowa dla tego przedziału cenowego.;neutralna;jakość
Wygląda bardzo luksusowo, a cena była niska.;pozytywna;cena
Rozpadło się po wyjęciu z kartonu, żart jakiś.;negatywna;jakość
Dostawa trwała wieki, zero informacji od sprzedawcy.;negatywna;dostawa
Zapakowane poprawnie, nic się nie uszkodziło.;neutralna;opakowanie
Wszystko gra, szybka wysyłka, polecam w 100%.;pozytywna;jakość
Cena adekwatna do chińskiego wykonania.;neutralna;cena
Najgorszy kurier z jakim miałem do czynienia, gbur!;negatywna;dostawa
Pudełko wygląda jak premium, towar też super.;pozytywna;opakowanie
Średnie, za te pieniądze można znaleźć coś lepszego.;neutralna;cena
Zajebiste, napierdala aż miło słuchać!;pozytywna;jakość
Nie polecam, towar niezgodny z opisem, oszustwo.;negatywna;jakość
Szybka akcja, towar był u mnie na drugi dzień.;pozytywna;dostawa
Zapakowane w stary karton, ale w środku wszystko bezpieczne.;neutralna;opakowanie
Rewelacyjny stosunek ceny do jakości, polecam.;pozytywna;cena
Zepsuło się po miesiącu, a gwarancja to fikcja.;negatywna;jakość
Cena ok, przesyłka darmowa, więc na plus.;pozytywna;cena
Paczka rzucona pod płot, kurier nawet nie zadzwonił.;negatywna;dostawa
Zabezpieczone tak, że musiałem użyć noża żeby otworzyć.;pozytywna;opakowanie
Działa, ale szału nie ma, przeciętny produkt.;neutralna;jakość
Wszystko w porządku, szybka wysyłka, polecam.;pozytywna;dostawa
Cena zbyt wysoka jak na taki badziewny plastik.;negatywna;cena
Pudełko przyszło całe pogniecione, towar na szczęście ok.;neutralna;opakowanie
Najlepszy zakup w tym roku, w chuj polecam!;pozytywna;jakość
Rozpadło się przy pierwszym użyciu, tragedia.;negatywna;jakość
Dostawa w jeden dzień, super obsługa.;pozytywna;dostawa
Opakowanie rozerwane, towar wyglądał na używany.;negatywna;opakowanie
Warto było kupić, cena bardzo przystępna.;pozytywna;cena
Jakość tragiczna, wszystko śmierdzi tanim klejem.;negatywna;jakość
Paczka dotarła na czas, bez żadnych przygód.;pozytywna;dostawa
Zapakowane estetycznie, idealne na prezent.;pozytywna;opakowanie
Cena rynkowa, ani tanio, ani drogo, jest ok.;neutralna;cena
Szkoda kasy na to gówno, nie kupujcie!;negatywna;jakość
Szybko, sprawnie i bezproblemowo, polecam.;pozytywna;dostawa
Pudełko pogniecione, ale środek był bezpieczny.;neutralna;opakowanie
Zajebista sprawa, działa idealnie.;pozytywna;jakość
Za drogo jak na taką jakość, nie polecam.;negatywna;cena
Wszystko zgodne z opisem, szybka wysyłka.;pozytywna;dostawa
No i to rozumiem, sprzęt napierdala jak marzenie!;pozytywna;jakość
Paczka dotarła po terminie, kurier to jakiś żart.;negatywna;dostawa
Cena adekwatna, szału nie ma ale spełnia zadanie.;neutralna;cena
Kurwa, nie polecam tego szajsu, rozleciało się w rękach.;negatywna;jakość
Zapakowane pancernie, folii bąbelkowej nie żałowali.;pozytywna;opakowanie
Jakość dźwięku taka sobie, spodziewałem się basu.;neutralna;jakość
Kurier rzucił paczką przez płot, dramat.;negatywna;dostawa
Najlepsza klawiatura jaką miałem, w chuj polecam!;pozytywna;jakość
Pudełko pogniecione, wstyd komuś dać na prezent.;negatywna;opakowanie
Cena rewelacja, towar przyszedł w mniej niż dobę.;pozytywna;cena
Plastik fantastik, wszystko skrzypi i trzeszczy.;negatywna;jakość
Dostawa ok, produkt zgodny z opisem, polecam.;pozytywna;dostawa
Warto wydać każdy grosz na ten sprzęt.;pozytywna;cena
Przyszło porysowane, a sklep zlewa klienta.;negatywna;jakość
Zwykłe pudełko, nic się nie uszkodziło.;neutralna;opakowanie
Zajebisty design, na żywo wygląda jeszcze lepiej.;pozytywna;jakość
Instrukcja tylko po chińsku, porażka totalna.;negatywna;jakość
Pudełko wygląda jak psu z gardła wyjęte.;negatywna;opakowanie
Działa bez zarzutu, szczerze polecam każdemu.;pozytywna;jakość
Szybko i na temat, towar wzorowo zapakowany.;pozytywna;opakowanie
Bateria trzyma krócej niż obiecywali, słabo.;negatywna;jakość
Zajebista promka, w chuj się opłacało kupić.;pozytywna;cena
Paczka dotarła przemoczona, karton się rozpadał.;negatywna;opakowanie
Działa poprawnie, ale szału nie ma.;neutralna;jakość
Nie polecam, towar używany i brudny, oszustwo!;negatywna;jakość
Solidna robota, nie jakaś tania chińszczyzna.;pozytywna;jakość
Cena z kosmosu, pogięło ich z tą marżą.;negatywna;cena
Opakowanie eko, bez plastiku, duży plus.;pozytywna;opakowanie
Mogło być lepiej, ale za te grosze nie narzekam.;neutralna;cena
Wszystko git, szybka akcja, towar klasa.;pozytywna;jakość
Szajs, nie wytrzymało nawet jednego dnia.;negatywna;jakość
Kurier zostawił paczkę u sąsiada bez info.;negatywna;dostawa
Zapakowane tak, że nic się nie mogło stłuc.;pozytywna;opakowanie
Standard, produkt robi co ma robić.;neutralna;jakość
Rewelacyjna cena, najtaniej w sieci.;pozytywna;cena
Przyszło rozwalone, a obsługa to żart.;negatywna;opakowanie
Wygląda super, działa jeszcze lepiej.;pozytywna;jakość
Cena spoko, ale dostawa trwała tydzień.;neutralna;dostawa
Kurewsko drogo, ale jakość rzeczywiście powala.;pozytywna;cena
Plastik śmierdzi tak, że głowa boli.;negatywna;jakość
Wszystko w porządku, szybka realizacja.;pozytywna;dostawa
Pudełko otwarte, brakowało śrubek w środku.;negatywna;opakowanie
Działa, ale menu to kurewska zagadka.;negatywna;jakość
Fajny gadżet w dobrej cenie, polecam.;pozytywna;cena
Paczka pognieciona, towar na szczęście cały.;neutralna;opakowanie
Jakość miazga, czuć pieniądz w ręku.;pozytywna;jakość
Szkoda kasy, lepiej kupić coś markowego.;negatywna;cena
Kurier spóźniony 3 dni, zero kontaktu.;negatywna;dostawa
Estetyczne opakowanie, idealne na prezent.;pozytywna;opakowanie
Działa poprawnie, typowy średniak.;neutralna;jakość
Zajebista sprawa, polecam kto się waha!;pozytywna;jakość
Zepsuło się po tygodniu, omijać ten syf.;negatywna;jakość
Cena niska, ale jakość też kuleje.;neutralna;cena
Wszystko elegancko, towar 10/10.;pozytywna;jakość
Opakowanie tragiczne, zero zabezpieczenia.;negatywna;opakowanie
Dostawa w jeden dzień, byłem w szoku.;pozytywna;dostawa
Produkt przeciętny, na fotkach był ładniejszy.;neutralna;jakość
Nie kupujcie tego, strata czasu, gówno.;negatywna;jakość
Super cena, na promocji to był strzał.;pozytywna;cena
Pudełko rozerwane, brak słów na taką wysyłkę.;negatywna;opakowanie
Solidne, produkt wart swojej ceny.;pozytywna;jakość
Cena ok, ale produkt porysowany, słabo.;negatywna;jakość
Szybko i sprawnie, polecam sprzedawcę.;pozytywna;dostawa
Materiał tak cienki, że pęka w palcach.;negatywna;jakość
Zapakowane w samą folię, cud że dojechało.;negatywna;opakowanie
Wszystko śmiga, jestem mega zadowolony.;pozytywna;jakość
Kurier rzucił paczką o glebę, co za typ.;negatywna;dostawa
Zajebiste pudełko, widać że to premium.;pozytywna;opakowanie
Działa, ale strasznie głośno buczy.;negatywna;jakość
Najlepiej wydane pieniądze, polecam!;pozytywna;cena
Przyszło w innym kolorze, żenada.;negatywna;jakość
Paczka dotarła na czas, wszystko ok.;pozytywna;dostawa
Mogłoby być taniej, ale jakość broni towar.;neutralna;cena
Totalny badziew, nie wytrzymał montażu.;negatywna;jakość
Zabezpieczone folią wzorowo, brawo.;pozytywna;opakowanie
W chuj dobre, kupiłbym drugi raz.;pozytywna;jakość
Cena zaporowa dla zwykłego człowieka.;negatywna;cena
Kurier pomocny, wniósł mi to na piętro.;pozytywna;dostawa
Pudełko pogniecione, słabo to wygląda.;negatywna;opakowanie
Solidna marka, nie zawiodłem się.;pozytywna;jakość
Farba schodzi po kilku dniach, szmira.;negatywna;jakość
Cena spoko, adekwatna do możliwości.;neutralna;cena
Dostawa ekspresowa, zamówione w nocy.;pozytywna;dostawa
Karton po czymś innym, mało profesjonalnie.;neutralna;opakowanie
Najlepszy sprzęt w tej kategorii, polecam!;pozytywna;jakość
Nie działa wejście USB, towar do zwrotu.;negatywna;jakość
Taniej nie znajdziecie, mega okazja.;pozytywna;cena
Paczka dotarła z opóźnieniem, słabo.;negatywna;dostawa
Zabezpieczone idealnie, nic nie latało.;pozytywna;opakowanie
Przeciętniak, robi co trzeba, bez szału.;neutralna;jakość
Zajebisty design, świetnie wygląda.;pozytywna;jakość
Szkoda wydanej kasy na ten badziew.;negatywna;cena
Zgodne z opisem, szybka realizacja.;pozytywna;dostawa
Opakowanie rozerwane, towar jak używany.;negatywna;opakowanie
Działa, ale instrukcja zbyt mała.;neutralna;jakość
Rewelacja, jakość w dobrej cenie.;pozytywna;cena
Zepsuło się od razu, co za gówno.;negatywna;jakość
Kurier zostawił paczkę w innym punkcie.;negatywna;dostawa
Zapakowane estetycznie, miło otwierać.;pozytywna;opakowanie
Może być, chociaż spodziewałem się więcej.;neutralna;jakość
Pudełko w dziurach, brak słów.;negatywna;opakowanie
Cena za wysoka o stówę, nie warto.;negatywna;cena
Dostawa na czas, sprawnie i bez problemów.;pozytywna;dostawa
Jakość wykończenia to jakiś żart.;negatywna;jakość
Paczka pusta w środku, złodzieje!;negatywna;dostawa
Zabezpieczone styropianem, duży plus.;pozytywna;opakowanie
Standardowa jakość dla tej ceny.;neutralna;jakość
Wygląda luksusowo, a cena była niska.;pozytywna;cena
Rozpadło się po wyjęciu z kartonu.;negatywna;jakość
Dostawa trwała wieki, zero kontaktu.;negatywna;dostawa
Zapakowane poprawnie, nic się nie stało.;neutralna;opakowanie
Wszystko gra, szybka wysyłka, polecam.;pozytywna;jakość
Najgorszy kurier jakiego spotkałem.;negatywna;dostawa
Pudełko premium, towar też super.;pozytywna;opakowanie
Średnie, można znaleźć coś lepszego.;neutralna;cena
Zajebiste, napierdala aż miło!;pozytywna;jakość
Nie polecam, niezgodne z opisem.;negatywna;jakość
Szybka akcja, towar na drugi dzień.;pozytywna;dostawa
Stary karton, ale w środku bezpiecznie.;neutralna;opakowanie
Zepsuło się po miesiącu, a gwarancja? Zapomnij.;negatywna;jakość
Cena ok, przesyłka darmowa, na plus.;pozytywna;cena
Kurier nawet nie zadzwonił, rzucił pod płot.;negatywna;dostawa
Musiałem użyć noża żeby to otworzyć.;pozytywna;opakowanie
Działa, ale szału nie ma, przeciętny.;neutralna;jakość
Wszystko w porządku, polecam sprzedawcę.;pozytywna;dostawa
Cena zbyt wysoka za taki plastik.;negatywna;cena
Pudełko pogniecione, towar na szczęście ok.;neutralna;opakowanie
Najlepszy zakup w tym roku, polecam!;pozytywna;jakość
Rozpadło się przy pierwszym użyciu.;negatywna;jakość
Dostawa w jeden dzień, super.;pozytywna;dostawa
Opakowanie rozerwane, towar używany.;negatywna;opakowanie
Warto było kupić, cena przystępna.;pozytywna;cena
Jakość tragiczna, śmierdzi klejem.;negatywna;jakość
Paczka dotarła na czas, bez przygód.;pozytywna;dostawa
Zapakowane estetycznie, na prezent.;pozytywna;opakowanie
Szybko, sprawnie i bezproblemowo.;pozytywna;dostawa
Pudełko pogniecione, środek bezpieczny.;neutralna;opakowanie
Za drogo jak na taką jakość, nie kupujcie.;negatywna;cena
Wszystko zgodnie z opisem, szybka wysyłka.;pozytywna;dostawa
Jeden wielki szajs, omijać szerokim łukiem.;negatywna;jakość
Cena jak marzenie, za to jakość taka se.;neutralna;cena
Ekspres pod same drzwi, tak to można kupować.;pozytywna;dostawa
Karton wyglądał jak po przejściu tornada.;negatywna;opakowanie
Produkt kozak, warty każdej złotówki.;pozytywna;jakość
Nie polecam, produkt po prostu chujowy.;negatywna;jakość
Tanio, szybko i na temat.;pozytywna;cena
Kurier spóźniony o tydzień, dramat.;negatywna;dostawa
Zabezpieczone tak, że bombę by przetrwało.;pozytywna;opakowanie
Zwykły bubel, nie kupujcie tego!;negatywna;jakość
Design petarda, wykonanie też niczego sobie.;pozytywna;jakość
Cena za ten szajs to jakieś nieporozumienie.;negatywna;cena
Dostawa ok, ale towar przyszedł inny.;negatywna;dostawa
Zapakowane ładnie, nic dodać nic ująć.;pozytywna;opakowanie
Działa jak powinno, bez zbędnych bajerów.;neutralna;jakość
Zajebiste słuchawki, bas urywa głowę!;pozytywna;jakość
Cena spoko, ale jakość to loteria.;neutralna;cena
Wszystko super, polecam tego allegrowicza.;pozytywna;dostawa
Pudełko otwarte, ktoś w nim grzebał.;negatywna;opakowanie
Dno i wodorosty, nie warte ani grosza.;negatywna;jakość
Jakość wykończenia to jakiś ponury żart.;negatywna;jakość
Taniej nie znajdziecie, polecam okazję.;pozytywna;cena
Paczka dotarła mokra, towar w środku cały.;neutralna;opakowanie
Solidne, czuć że to porządny sprzęt.;pozytywna;jakość
Za drogo, nie polecam tego sklepu.;negatywna;cena
Kurier miły, wniósł mi to pod drzwi.;pozytywna;dostawa
Opakowanie rozerwane, dramat jakiś.;negatywna;opakowanie
Produkt spełnia oczekiwania w 100%.;pozytywna;jakość
Nigdy więcej nie kupię u tego sprzedawcy.;negatywna;jakość
Cena ok, towar też niczego sobie.;pozytywna;cena
Dostawa spóźniona, ale towar super.;neutralna;dostawa
Zapakowane wzorowo, duży plus.;pozytywna;opakowanie
Zajebista sprawa, polecam w 100%!;pozytywna;jakość
Produkt chujowy, nie polecam nikomu.;negatywna;jakość
Warto kupić, cena jest mega atrakcyjna.;pozytywna;cena
Pudełko pogniecione, brak słów.;negatywna;opakowanie
Dostawa na czas, wszystko ok.;pozytywna;dostawa
Jakość to jakaś porażka, omijać!;negatywna;jakość
Fajne i tanie, polecam!;pozytywna;cena
Zapakowane solidnie, nic się nie stało.;pozytywna;opakowanie
Standardowa jakość dla niewymagających.;neutralna;jakość
Wygląda super, a cena była niska.;pozytywna;cena
Rozpadło się po tygodniu, żart.;negatywna;jakość
Dostawa trwała wieki, nie polecam.;negatywna;dostawa
Cena adekwatna do chińszczyzny.;neutralna;cena
Pudełko premium, towar też.;pozytywna;opakowanie
Średnie, szału nie ma.;neutralna;jakość
Zajebiste, polecam!;pozytywna;jakość
Nie polecam, syf.;negatywna;jakość
Napierdala jak złoto, nie spodziewałem się takiej mocy!;pozytywna;jakość
Paczka przyszła tak uwalona smarem, że ubrudziłem dywan.;negatywna;opakowanie
Cena spoko, ale produkt przyszedł bez jednej śrubki.;negatywna;jakość
Kurwa, co to za badziew? Rozleciało się przy wyjmowaniu.;negatywna;jakość
Dostawa w mgnieniu oka, kurier bardzo profesjonalny.;pozytywna;dostawa
Jakość dźwięku to jakaś magia, warte każdej złotówki.;pozytywna;jakość
Pudełko było otwarte i zaklejone zwykłą taśmą biurową.;negatywna;opakowanie
Średniak, za te pieniądze można kupić coś lepszego.;neutralna;cena
Dostawa spóźniona o tydzień, zero odzewu na maile.;negatywna;dostawa
Solidna konstrukcja, czuć że to nie jest pusty plastik.;pozytywna;jakość
Opakowanie ekologiczne, wielki plus za brak folii.;pozytywna;opakowanie
Cena zaporowa, ale sprzęt faktycznie robi robotę.;pozytywna;cena
Tandetne wykończenie, farba odchodzi pod paznokciem.;negatywna;jakość
Kurier zostawił paczkę na deszczu pod bramą, brak słów.;negatywna;dostawa
Produkt spełnia zadanie, choć instrukcja jest fatalna.;neutralna;jakość
Zajebista promka, taniej nie było nigdzie w sieci.;pozytywna;cena
Przyszło pęknięte, a zwrot kasy trwa już miesiąc.;negatywna;jakość
Pudełko wgniecione, towar na szczęście bez skazy.;neutralna;opakowanie
Wszystko w najlepszym porządku, szybka akcja.;pozytywna;jakość
Dostawa w 24h, towar był u mnie rano, polecam!;pozytywna;dostawa
Szkoda kasy na ten szajs, lepiej dołożyć do marki.;negatywna;cena
Wygląda luksusowo, a kosztuje tyle co nic.;pozytywna;cena
Instrukcja to żart, musiałem szukać na YouTube.;negatywna;jakość
Standardowe pudełko, dobrze zabezpieczone styropianem.;pozytywna;opakowanie
W chuj dobre basy, sąsiedzi mnie znienawidzą!;pozytywna;jakość
Cena adekwatna do tej średniej jakości wykonania.;neutralna;cena
Kurier bardzo uprzejmy, zadzwonił pół godziny wcześniej.;pozytywna;dostawa
Rozpadło się w palcach, gówno jakich mało.;negatywna;jakość
Zapakowane tak, że bombę by to przetrwało.;pozytywna;opakowanie
Nie polecam, kontakt z obsługą to droga przez mękę.;negatywna;dostawa
Wszystko działa jak powinno, polecam serdecznie.;pozytywna;jakość
Cena niska, ale koszt wysyłki to jakieś nieporozumienie.;negatywna;cena
Pudełko śmierdziało wilgocią i piwnicą.;negatywna;opakowanie
Jakość poprawna, bez szału, typowy produkt masowy.;neutralna;jakość
Ekspresowa dostawa, zamówione po południu, rano u mnie.;pozytywna;dostawa
Zajebiste wykończenie, dbałość o detale na wysokim poziomie.;pozytywna;jakość
Cena rynkowa, ani okazja, ani zdzierstwo.;neutralna;cena
Przyszło w samej folii, bez kartonu, żenada roku.;negatywna;opakowanie
Nie działa lewy przycisk, towar do reklamacji.;negatywna;jakość
Fajne, tanie i spełnia swoją funkcję wzorowo.;pozytywna;cena
Paczka dotarła na czas, kurier bardzo sprawny.;pozytywna;dostawa
Mogłoby być mocniejsze, ale za tę cenę ujdzie.;neutralna;jakość
Najlepszy gadżet jaki kupiłem od lat, polecam!;pozytywna;jakość
Cena z kosmosu, pogięło ich totalnie z tą marżą.;negatywna;cena
Otwarta paczka, brakowało jednego elementu w środku.;negatywna;opakowanie
Kurier nie raczył zapukać, od razu zostawił awizo.;negatywna;dostawa
Wszystko git, towar pierwsza klasa, polecam!;pozytywna;jakość
Jebie plastikiem na kilometr, strach to dotykać.;negatywna;jakość
Opakowanie premium, poczułem się jakbym kupił iPhone.;pozytywna;opakowanie
Promocja była tak dobra, że kupiłem trzy sztuki.;pozytywna;cena
Działa, ale interfejs jest kurewsko powolny.;negatywna;jakość
Najgorszy szajs jaki widziałem w życiu, dno!;negatywna;jakość
Dostawa opóźniona o 5 dni, nikt nic nie wie.;negatywna;dostawa
Warte każdego centa, nie żałuję ani złotówki.;pozytywna;cena
Pudełko rozerwane, towar brudny i zakurzony.;negatywna;opakowanie
Solidne, czuć że to porządny kawał metalu.;pozytywna;jakość
Standardowa jakość, robi co ma robić, szału brak.;neutralna;jakość
Szybko i bezproblemowo, polecam allegrowicza.;pozytywna;dostawa
Cena za wysoka o połowę, towar nie jest tyle wart.;negatywna;cena
Zapakowane profesjonalnie, duży plus za folię.;pozytywna;opakowanie
Zepsuło się po dwóch dniach, omijać szerokim łukiem.;negatywna;jakość
Tanio i solidnie, jestem bardzo zadowolony z zakupu.;pozytywna;cena
Kurier rzucił paczką o beton, widziałem to z okna.;negatywna;dostawa
Pudełko pogniecione, ale środek był nienaruszony.;neutralna;opakowanie
Produkt kozacki, napierdala aż miło słuchać!;pozytywna;jakość
Straszne gówno, odradzam każdemu ten zakup.;negatywna;jakość
Dostawa trwała wieczność, ale towar jest super.;neutralna;dostawa
Idealnie leży w ręku, świetna ergonomia pracy.;pozytywna;jakość
Cena adekwatna do tej słabej jakości materiałów.;neutralna;cena
Przyszło w folii bąbelkowej, bez żadnego kartonu.;negatywna;opakowanie
Wszystko śmiga, szybka wysyłka, polecam w 100%.;pozytywna;dostawa
Materiał tak cienki, że drze się w rękach, dramat.;negatywna;jakość
Cena świetna, jakość też bardzo zadowalająca.;pozytywna;cena
Paczka dotarła mokra, karton się po prostu rozpadł.;negatywna;opakowanie
Działa poprawnie, typowy średniak rynkowy.;neutralna;jakość
Zepsute gniazdo ładowania, szrot do zwrotu.;negatywna;jakość
Kurier bardzo uprzejmy, wniósł paczkę na piętro.;pozytywna;dostawa
Pudełko wyglądało jakby ktoś po nim skakał, żal.;negatywna;opakowanie
Zajebista jakość, w chuj polecam ten model!;pozytywna;jakość
Cena zbyt wysoka, konkurencja ma to taniej.;negatywna;cena
Zapakowane bezpiecznie, towar dotarł bez ryski.;pozytywna;opakowanie
Średnie, spodziewałem się jednak czegoś więcej.;neutralna;jakość
Dostawa błyskawiczna, towar zgodny z zamówieniem.;pozytywna;dostawa
Rozleciało się przy pierwszej próbie montażu.;negatywna;jakość
Okazja życia, cena po prostu śmiesznie niska.;pozytywna;cena
Paczka zostawiona przed domem w błocie, kpina.;negatywna;dostawa
Zwykły produkt, robi co do niego należy, jest ok.;neutralna;jakość
Zajebiste wykończenie, dbałość o każdy detal.;pozytywna;jakość
Szkoda czasu i nerwów na ten plastikowy syf.;negatywna;jakość
Cena spoko, ale produkt był po prostu brudny.;negatywna;cena
Bardzo dobrze zabezpieczone przed uderzeniami.;pozytywna;opakowanie
Działa bez zarzutu, szybka i sprawna realizacja.;pozytywna;dostawa
Jakość tragiczna, wszystko śmierdzi chińszczyzną.;negatywna;jakość
Za te pieniądze nie mam na co narzekać, jest git.;pozytywna;cena
Kurier spóźniony o 4 dni, zero kontaktu.;negatywna;dostawa
Opakowanie eleganckie, towar bez żadnej skazy.;pozytywna;opakowanie
Może być, chociaż szału na pewno nie ma.;neutralna;jakość
Warto kupić, cena jest bardzo zachęcająca.;pozytywna;cena
Zajebiste słuchawki, bas po prostu urywa dupę.;pozytywna;jakość
Dostawa ok, ale towar przyszedł w innym kolorze.;negatywna;jakość
Cena niska, więc jakość też taka sobie, ujdzie.;neutralna;cena
Kurier miły, ale paczka wyglądała na kopaną.;negatywna;opakowanie
Wszystko działa, szybka wysyłka, pełna profeska.;pozytywna;dostawa
Plastik pękł po godzinie, co za tandeta!;negatywna;jakość
Rewelacyjny stosunek jakości do ceny, polecam.;pozytywna;cena
Paczka dotarła w jeden dzień, byłem w szoku.;pozytywna;dostawa
Zapakowane tak, że nie mogłem tego otworzyć.;pozytywna;opakowanie
Działa jak marzenie, w chuj polecam ten model.;pozytywna;jakość
Zepsuło się po gwarancji co do dnia, spisek.;negatywna;jakość
Cena zbyt wysoka jak na taki chiński szmelc.;negatywna;cena
Kurier zostawił paczkę w innym punkcie odbioru.;negatywna;dostawa
Wszystko elegancko, towar wart każdej złotówki.;pozytywna;cena
Pudełko pogniecione, towar porysowany, słabo.;negatywna;opakowanie
Jakość premium, widać że to produkt z górnej półki.;pozytywna;jakość
Śmierdzi gumą na cały dom, nie polecam nikomu.;negatywna;jakość
Standard, bez rewelacji ale spełnia funkcje.;neutralna;jakość
Szybko, tanio i solidnie, nic dodać nic ująć.;pozytywna;cena
Paczka dotarła otwarta, brakowało kabla USB.;negatywna;opakowanie
Działa, ale bateria trzyma połowę tego co w opisie.;negatywna;jakość
Najlepszy zakup w tym roku, polecam serdecznie.;pozytywna;jakość
Kurier rzucił paczkę pod drzwi i uciekł.;negatywna;dostawa
Zabezpieczone tak, że bombę by przetrwało, super.;pozytywna;opakowanie
Działa tak sobie, bez szału, typowy bubel.;neutralna;jakość
Wszystko w porządku, polecam sprzedawcę w 100%.;pozytywna;dostawa
Cena za wysoka za taki kawałek plastiku.;negatywna;cena
Pudełko pogniecione, towar na szczęście bez wad.;neutralna;opakowanie
Najlepszy wybór w tej kategorii cenowej, polecam.;pozytywna;cena
Dostawa w weekend, wielki plus za szybkość.;pozytywna;dostawa
Warto było kupić, cena jest bardzo przystępna.;pozytywna;cena
Jakość tragiczna, śmierdzi tanim klejem i farbą.;negatywna;jakość
Zapakowane bardzo estetycznie, idealne na prezent.;pozytywna;opakowanie
Szkoda kasy na to gówno, nie kupujcie tego!;negatywna;jakość
Szybko, sprawnie i bezproblemowo, towar super.;pozytywna;dostawa
Pudełko pogniecione, ale środek bezpieczny, ujdzie.;neutralna;opakowanie
Zajebista sprawa, działa po prostu idealnie.;pozytywna;jakość
Za drogo jak na taką jakość, nie polecam zakupu.;negatywna;cena
Wszystko zgodnie z opisem, błyskawiczna wysyłka.;pozytywna;dostawa
Kurier to gbur, rzucił paczką pod nogi.;negatywna;dostawa
Cena śmiesznie niska, a produkt naprawdę daje radę.;pozytywna;cena
Rozwaliło się po tygodniu, gówno a nie jakość.;negatywna;jakość
Paczka zapakowana w stary karton po butach.;negatywna;opakowanie
Wszystko git, towar sprawny, szybka dostawa.;pozytywna;dostawa
Design petarda, prezentuje się świetnie na półce.;pozytywna;jakość
Cena zbyt wysoka za ten kawałek badziewia.;negatywna;cena
Kurier zostawił paczkę u sąsiada bez słowa.;negatywna;dostawa
Zapakowane wzorowo, styropian i folia na plus.;pozytywna;opakowanie
Może być, chociaż tyłka nie urywa, średniak.;neutralna;jakość
Rewelacja, kupiłbym drugi raz bez wahania.;pozytywna;jakość
Szajs jakich mało, omijać szerokim łukiem!;negatywna;jakość
Cena spoko, ale towar szedł wieki.;neutralna;dostawa
Szybko, sprawnie i na temat, polecam!;pozytywna;dostawa
Zapakowane tak, że nie szło tego rozciąć.;pozytywna;opakowanie
Działa, ale bateria to jakaś pomyłka, dramat.;negatywna;jakość
Zajebisty sprzęt, w chuj polecam każdemu!;pozytywna;jakość
Cena niska, jakość też, więc bez pretensji.;neutralna;cena
Kurier spóźniony, ale towar bez skazy.;pozytywna;dostawa
Pudełko rozerwane, wstyd takie coś wysyłać.;negatywna;opakowanie
